店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
肉屋の創作串揚げ Garage 豊中駅前店,豊中駅 197m,串揚げ、居酒屋、創作料理,【豊中駅すぐ路地裏】ホテル出身フレンチシェフによる華やかな創作串揚げのお店,3.26,37,1185,"￥5,000～￥5,999",-,大阪府豊中市本町1-2-23
KOZMIC長屋バー,豊中駅 108m,バー、オムライス,【阪急豊中駅3分】ランチはふわとろオムライスを、夜はバーで落ち着くひと時を豊富なお酒と満喫,3.39,36,1268,"￥2,000～￥2,999",～￥999,大阪府豊中市本町1-11-24 2F
創作イタリアン久保田,豊中駅 319m,ダイニングバー、イタリアン、創作料理,イタリアンを中心とした創作料理の数々、ご家族でのご利用もゆったり過ごして頂けます。,3.09,20,1057,"￥3,000～￥3,999","￥2,000～￥2,999",大阪府豊中市本町3-5-45
鉄板焼 お好み焼 川福,豊中駅 85m,居酒屋、お好み焼き、鉄板焼き,【豊中駅徒歩3分】サク飲みにも◎自慢のお好み焼きからもんじゃ、お酒にぴったりの一品まで♪,3.18,14,412,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町1-10-1 ボーゼム豊中第一ビル 3F
ラ ターブル ド クラージュ,豊中駅 394m,フレンチ,旬の食材を使った本格フレンチを厳選ワインと共に堪能♦落ち着きのある空間で寛ぎのひと時を,3.4,57,5597,"￥10,000～￥14,999","￥3,000～￥3,999",大阪府豊中市本町7-1-28 B1
シュシュノサカバル,豊中駅 178m,からあげ、居酒屋、鳥料理,,3.12,11,277,"￥1,000～￥1,999",～￥999,大阪府豊中市本町3-14-3
HAASA KITCHEN,豊中駅 449m,アジア・エスニック,,3.04,2,79,"￥1,000～￥1,999",～￥999,大阪府豊中市本町3-8-2
Y38,豊中駅 125m,居酒屋、焼肉、もつ鍋,,3.11,25,999,"￥2,000～￥2,999",-,大阪府豊中市本町1-11-22
アカンベー,豊中駅 184m,居酒屋、串焼き、焼き鳥,豊中駅5分◆食材にこだわった串焼きと味の組み合わせが豊富な創作料理をリーズナブルに楽しむ！,3.19,16,458,"￥3,000～￥3,999",～￥999,大阪府豊中市本町3-14-1
atebu,豊中駅 154m,フレンチ,【お誕生日など御祝事や会食に最適！】一手間も二手間もかけたパイ包み焼きを是非！,3.58,17,1236,"￥20,000～￥29,999","￥20,000～￥29,999",大阪府豊中市本町1-2-45
SugarRay,豊中駅 250m,お好み焼き、居酒屋、鉄板焼き,,3.04,4,178,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町3-4-28
醤油らーめん ピース 豊中店,豊中駅 118m,ラーメン、油そば・まぜそば、台湾まぜそば,【阪急豊中駅スグ】産地にこだわった厳選素材で織り成す醬油ラーメン専門店。和モダンな店内,3.48,221,2795,"￥1,000～￥1,999",～￥999,大阪府豊中市本町3-1-22
鴇,豊中駅 221m,日本料理、居酒屋、創作料理,－30年以上の実績－豊中で愛される素材を活かした手作り料理をご提供いたします。,3.19,19,1013,"￥3,000～￥3,999",-,大阪府豊中市本町3-14-8
新免館,豊中駅 140m,日本料理、鍋,【本格的な創作和食をご堪能ください♪貸切も最大240名様で歓迎会・送別会承っております！】,3.14,29,975,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市本町3-1-16
バスマティキッチン,豊中駅 465m,アジア・エスニック,,,8,,-,-,大阪府豊中市本町3-8-4
alcove GALA,豊中駅 159m,カフェ、バー,,,1,26,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町1-9-19 2F
日本料理 四幸,豊中駅 214m,日本料理,,3.13,10,479,"￥5,000～￥5,999","￥1,000～￥1,999",大阪府豊中市本町3-14-7 ギャラクシ豊中本町 B1F
たかさこ,豊中駅 248m,ダイニングバー、居酒屋,,3.02,1,17,-,-,大阪府豊中市本町1-3-19 長尾第一ビル 1F
からあげ 金と銀 豊中駅前店,豊中駅 229m,からあげ、弁当,,3,3,30,～￥999,～￥999,大阪府豊中市本町1-9-28
グーナカリー,豊中駅 465m,カレー,,,3,,-,-,大阪府豊中市本町3-8-4
二代目平成麺業,豊中駅 352m,うどん、カレーうどん,,3.43,94,1930,-,～￥999,大阪府豊中市本町3-13-16
ワイサンパチタチノミ,豊中駅 178m,立ち飲み,,3.02,1,10,-,-,大阪府豊中市本町1-12-13
BUN,豊中駅 861m,洋菓子,,3.05,8,215,-,-,大阪府豊中市本町6-8-5
うを喜,豊中駅 604m,寿司,,3.1,20,491,-,-,大阪府豊中市本町9-1-10
ぎょうざ ろん 本店,豊中駅 129m,餃子、中華料理、居酒屋,,3.06,12,338,"￥2,000～￥2,999",-,大阪府豊中市本町1-11-17 柴切ビル
PIZZERIA GETTEN,豊中駅 291m,ピザ,,3.06,12,671,-,"￥1,000～￥1,999",大阪府豊中市本町4-1-28 成光ビル 1F
マラサダドーナツのお店 豊中駅前店,豊中駅 192m,ドーナツ、カフェ、サンドイッチ,,3.11,75,2073,-,～￥999,大阪府豊中市本町1-9-34 藤慶ビル 1F
我巣灯,豊中駅 308m,バー,,3,2,181,-,-,大阪府豊中市本町4-2-57
ベルウッド,豊中駅 170m,カフェ、バー,,3,1,72,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市本町1-12-12
ヤキガシヤ ルッカ,豊中駅 138m,洋菓子,,3.37,54,3125,-,-,大阪府豊中市本町1-2-46
らっきー,豊中駅 161m,天ぷら、うどん、そば,,3.17,24,461,～￥999,～￥999,大阪府豊中市本町1-9-19
すしはせ川,豊中駅 289m,寿司,,3.17,11,354,"￥6,000～￥7,999",-,大阪府豊中市本町3-15-22
大分唐揚げ かち鳥,豊中駅 287m,からあげ,,3,7,85,-,～￥999,大阪府豊中市本町3-13-4
来夢来人,豊中駅 138m,バー,,,81,,-,-,大阪府豊中市本町1-2-49
Taverna Notte,豊中駅 257m,イタリアン,,3.23,17,415,"￥3,000～￥3,999",-,大阪府豊中市本町1-13-27
ケンタッキーフライドチキン 豊中駅前店,豊中駅 87m,ハンバーガー,,3.03,18,99,-,-,大阪府豊中市本町1-10-1
蝶六,豊中駅 183m,食堂,,3.05,5,33,-,-,大阪府豊中市本町1-7-3 岸本ビル1Ｆ
居酒屋　舞,豊中駅 190m,居酒屋、馬肉料理,,3.08,10,311,"￥4,000～￥4,999",-,大阪府豊中市本町3-1-52
ウエダ,豊中駅 670m,ステーキ,,3.06,6,353,"￥6,000～￥7,999",-,大阪府豊中市本町7-7-16
魚まち,豊中駅 674m,その他,,,1,37,-,"￥1,000～￥1,999",大阪府豊中市本町7-7-15
ポルタブル,豊中駅 537m,イタリアン,,3.16,21,1091,"￥6,000～￥7,999","￥2,000～￥2,999",大阪府豊中市本町6-1-1 ヒルズワンビル 203
京料理 木村,豊中駅 216m,日本料理,,3.11,21,896,"￥10,000～￥14,999","￥3,000～￥3,999",大阪府豊中市本町1-13-17
MIOR 豊中,豊中駅 143m,カフェ、ケーキ,,3.19,35,678,-,～￥999,大阪府豊中市本町1丁目11-1 豊中本町ビル１０１号
敦煌 豊中店,豊中駅 90m,中華料理,,3.22,43,644,"￥3,000～￥3,999",～￥999,大阪府豊中市本町1-10-1 ボーゼム豊中第1ビル 5F
ホリーズ カフェ 豊中駅前店,豊中駅 146m,カフェ,,3.03,18,125,-,～￥999,大阪府豊中市本町1-11-1 豊中本町ビル 1F
Shot Bar N,豊中駅 214m,バー,,,21,,"￥1,000～￥1,999",-,大阪府豊中市本町3-14-7 ギャラクシー豊中本町ビル 3F
ふわこっぺ 豊中本町店,豊中駅 198m,パン,,3,8,61,-,-,大阪府豊中市本町3-1-52
炭火焼き鳥門屋,豊中駅 163m,ラーメン、焼き鳥、肉料理,,3.03,11,250,-,-,大阪府豊中市本町1-12-12 藤井ビル １Ｆ
天ぷら 好日,豊中駅 277m,天ぷら,,3.54,18,845,"￥15,000～￥19,999",-,大阪府豊中市本町3-15-27 宮本マンション 1F
アドットヌック,豊中駅 138m,カフェ、バー,,3.02,1,53,-,-,大阪府豊中市本町1-2-49
洋食屋 CO..ZARA,豊中駅 249m,洋食、オムライス,,3.33,52,1811,-,～￥999,大阪府豊中市本町1-3-19
酒処赤ちょうちん,豊中駅 286m,焼き鳥、居酒屋、海鮮,,3.06,6,177,-,-,大阪府豊中市本町4-1-28
薔薇園,豊中駅 847m,喫茶店,,,,,～￥999,～￥999,大阪府豊中市本町8-3-57
八本足,豊中駅 234m,たこ焼き,,,1,11,-,-,大阪府豊中市本町1-13-29
anela,豊中駅 326m,その他,,3.02,1,63,-,-,大阪府豊中市本町4-1-24
ぶらり,豊中駅 138m,バル、ダイニングバー,,3.02,3,167,"￥2,000～￥2,999",-,大阪府豊中市本町1-2-49
銀や 豊中店,豊中駅 181m,居酒屋,,3.34,51,1619,"￥4,000～￥4,999",-,大阪府豊中市本町2-3
BEARD＆GLAMOUR,豊中駅 862m,バー,,,6,,-,-,大阪府豊中市本町6-8-5 セレスアート豊中 B1F
ファミリーマート 豊中本町店,豊中駅 213m,コンビニ・スーパー,,,2,3,-,-,大阪府豊中市本町3-1-47
焼肉 grandma,豊中駅 551m,焼肉、ホルモン、韓国料理,,3.17,10,327,"￥5,000～￥5,999",-,大阪府豊中市本町6-1-3 195ストリートビル 1F
ミスタードーナツ 阪急豊中ショップ,豊中駅 37m,ドーナツ、カフェ,,3.03,20,103,-,～￥999,大阪府豊中市本町1-1-1
リストランテ・チェレスティーナ,豊中駅 907m,イタリアン,,3.04,10,539,"￥5,000～￥5,999","￥2,000～￥2,999",大阪府豊中市本町6丁目8-9
創作鉄板焼　とん平 本店,豊中駅 252m,お好み焼き、居酒屋、鉄板焼き,,3.07,13,515,"￥2,000～￥2,999",-,大阪府豊中市本町3-4-1
ワインバー ラボラトワ,豊中駅 133m,ワインバー,,3.05,2,150,"￥4,000～￥4,999",-,大阪府豊中市本町1-11-5
豊中 京冨,豊中駅 136m,和菓子,,3.06,4,36,-,～￥999,大阪府豊中市本町1-11-4
はる久,豊中駅 189m,居酒屋,,3.04,6,175,-,-,大阪府豊中市本町3-1-52
ニュー リトルインディア,豊中駅 201m,インド料理、ネパール料理、インドカレー,,3.2,45,684,"￥1,000～￥1,999",～￥999,大阪府豊中市本町1-13-34 103
太陽のしずく 豊中本店,豊中駅 679m,弁当,,,8,,-,-,大阪府豊中市本町7-7-14
エル・シャンティ,豊中駅 570m,カフェ、オーガニック、薬膳,,3.04,6,386,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市本町7-4-26
喫茶 サントス,豊中駅 135m,喫茶店,,3.04,2,33,-,-,大阪府豊中市本町1-12
和旬菜 せつだ,豊中駅 257m,創作料理、居酒屋、日本料理,,3.44,50,3458,"￥4,000～￥4,999",-,大阪府豊中市本町1-5-10 フクジュビル 1F
マッシモフェラーリ,豊中駅 184m,イタリアン,,3.15,8,539,"￥10,000～￥14,999",-,大阪府豊中市本町3-3-2
よりみちイタリアン食堂 フィッチェ,豊中駅 222m,イタリアン、パスタ、バル,,3.22,27,837,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町1-2-17
Shot Bar J,豊中駅 245m,バー,,,32,,"￥3,000～￥3,999",-,大阪府豊中市本町1-3-19
酒とめしらっきぃ,豊中駅 88m,食堂,,,24,,-,-,大阪府豊中市本町1-10-1
六花,豊中駅 385m,食堂,,3.07,6,175,-,"￥1,000～￥1,999",大阪府豊中市本町5-1-6
POCA,豊中駅 475m,カフェ,,,6,,-,-,大阪府豊中市本町1-13-34 チュリオビル191号
徳三郎本舗 米人キッチン 豊中店,豊中駅 85m,おにぎり、弁当、惣菜・デリ,,,1,2,～￥999,～￥999,大阪府豊中市本町1-10-1 ボーゼム豊中第一ビル
music cafe wolverine,豊中駅 214m,カフェ,,3.04,2,51,-,-,大阪府豊中市本町3-14-7 ギャラクシー豊中本町ビル 1F
鰻の成瀬 豊中店,豊中駅 138m,うなぎ,,3.03,14,529,-,-,大阪府豊中市本町1-2-49
天津甘栗専門店 テンシン,豊中駅 963m,スイーツ,,,1,42,-,-,大阪府豊中市本町8-7-23
小田茂信の店,豊中駅 536m,郷土料理、居酒屋、焼酎バー,,3.18,20,1263,"￥6,000～￥7,999",-,大阪府豊中市本町6-1-1
酒菜鮮房にし家,豊中駅 207m,居酒屋,,3.09,7,167,-,-,大阪府豊中市本町1-3-3
肉のマルトヨ数磨,豊中駅 784m,惣菜・デリ,,3.04,3,56,-,-,大阪府豊中市本町6-7-8
バー チェット,豊中駅 136m,バー,,,37,,"￥2,000～￥2,999",-,大阪府豊中市本町1-12-30 丸本ビル 3F
ディアローゴ,豊中駅 109m,カフェ,,3.12,33,919,-,～￥999,大阪府豊中市本町1-11-48
謙信,豊中駅 184m,ラーメン、餃子,,3.52,343,8093,"￥1,000～￥1,999",～￥999,大阪府豊中市本町1-7-1 蝶六ビル 1F
cafe blue,豊中駅 607m,カフェ,,3,1,85,-,～￥999,大阪府豊中市本町5-13-46
LIFE 豊中店,豊中駅 496m,コンビニ・スーパー,,,1,2,-,-,大阪府豊中市本町5-2-7
獅子道らーめん,豊中駅 290m,ラーメン,,3.19,75,825,～￥999,"￥1,000～￥1,999",大阪府豊中市本町1-4-9
キリヤ,豊中駅 132m,洋菓子,,3.2,24,448,-,-,大阪府豊中市本町1-11-5
豊中牧場,豊中駅 130m,ホルモン、焼肉,,3.08,20,546,"￥3,000～￥3,999",-,大阪府豊中市本町1-12-1 木村ビル １F
コーヒーハウスぽえむ 豊中本町店,豊中駅 278m,喫茶店,,3.09,25,442,～￥999,～￥999,大阪府豊中市本町3-15-27
お好み幸房 和楽,豊中駅 258m,お好み焼き,,3.09,27,370,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町3-13-1
スモークアンドスミビ 102,豊中駅 449m,居酒屋,,3.1,21,1449,"￥2,000～￥2,999",-,大阪府豊中市本町3-8-2
あ。,豊中駅 58m,立ち飲み,,3.04,2,101,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市本町1-10-9 小林ビル 1F
やきとり串紀行,豊中駅 222m,居酒屋,,3.03,5,154,"￥2,000～￥2,999",-,大阪府豊中市本町1-9-27 2F
ほっかほっか亭 豊中駅前店,豊中駅 234m,弁当,,3.01,2,18,-,-,大阪府豊中市本町1-4-3
シュシュ ビアパーティー,豊中駅 208m,ダイニングバー、ビアバー,,,29,,-,-,大阪府豊中市本町1-13-34
NANDA KIMBAB 豊中店,豊中駅 156m,韓国料理,,3.06,7,280,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町3-1-1
ダイエー 豊中駅前店,豊中駅 102m,コンビニ・スーパー,,3,2,6,-,-,大阪府豊中市本町3-1-15
あかしゃ亭,豊中駅 214m,居酒屋,,,1,29,-,-,大阪府豊中市本町3-14-7
ハチゴサンコーヒー,豊中駅 537m,カフェ、サンドイッチ,,3.12,14,806,-,～￥999,大阪府豊中市本町6-1-1
酒と蕎麦　こなから,豊中駅 247m,そば、居酒屋、日本酒バー,,3.62,62,4811,"￥5,000～￥5,999",-,大阪府豊中市本町1-3-19 長尾第一ビル1-G号
プチ パントリー,豊中駅 115m,ヨーロッパ料理、カフェ,,3.03,3,20,-,-,大阪府豊中市本町3-1-16 ホテルアイボリー 1F
こえな,豊中駅 143m,居酒屋,,3.06,8,300,"￥2,000～￥2,999",-,大阪府豊中市本町1丁目11-1
やきとり とり琉 豊中本町店,柴原阪大前駅 791m,焼き鳥,,3.06,7,67,-,-,大阪府豊中市本町9-10-6
スターバックスコーヒー 阪急豊中駅前店,豊中駅 126m,カフェ,,3.06,36,125,～￥999,～￥999,大阪府豊中市本町1-1-3 ティオ阪急豊中 1F
コッテジ,豊中駅 134m,韓国料理、焼肉,,3.09,18,404,-,-,大阪府豊中市本町1-12-2
カレーハウス CoCo壱番屋 阪急豊中駅前店,豊中駅 308m,カレー、洋食,,3.04,26,113,～￥999,～￥999,大阪府豊中市本町一丁目5-1-1
ミスタードーナツ 豊中駅前ショップ,豊中駅 89m,ドーナツ,,3.07,43,127,～￥999,-,大阪府豊中市本町1-10-1 ボゼム豊中 1F
若竹鮓,豊中駅 445m,寿司,,,5,,-,-,大阪府豊中市本町3-8-2
らーめん大宝軒,豊中駅 250m,ラーメン、つけ麺,,3.19,57,839,～￥999,～￥999,大阪府豊中市本町1-13-28
シュシュ ワインスタンド,豊中駅 319m,ビストロ、ワインバー,,3.15,20,677,"￥2,000～￥2,999",-,大阪府豊中市本町7-1-7
うなぎの一心屋,豊中駅 88m,うなぎ、海鮮、食堂,,3.32,60,2250,-,"￥1,000～￥1,999",大阪府豊中市本町1-10-1 （豊中第一ビル）ボーゼム
地鶏地酒の店 くいくい,豊中駅 236m,居酒屋,,3.02,1,18,-,-,大阪府豊中市本町1-2-15
ねんねこしゃん,豊中駅 339m,日本料理,,,30,,-,-,大阪府豊中市本町7-1-8
千鳥屋 豊中店,豊中駅 89m,和菓子,,3.03,3,20,-,-,大阪府豊中市本町1-10-1
とり友,豊中駅 186m,その他,,,2,43,-,-,大阪府豊中市本町1-7-5
エラン ママン,豊中駅 113m,バー,,,14,,-,-,大阪府豊中市本町1-11-24
ヘルスショップ豊中,豊中駅 276m,オーガニック,,,8,,-,-,大阪府豊中市本町3-15-27
鮮魚こばやし,豊中駅 543m,その他,,,3,52,-,-,大阪府豊中市本町9-1-1
ファンタジーマーケット,豊中駅 398m,その他,,,10,,-,-,大阪府豊中市本町5-1-9
おばんざいきむら,豊中駅 184m,レストラン,,3.03,4,142,-,-,大阪府豊中市本町3-14-1
輝,豊中駅 218m,日本料理、釜飯,,3.03,6,163,-,-,大阪府豊中市本町1-2-12
彩菜,豊中駅 555m,四川料理,,3.56,44,2883,"￥6,000～￥7,999",-,大阪府豊中市本町6-1-3 １９５ストリートビル　１Ｆ
Bar one penny,豊中駅 259m,バー,,,11,,"￥3,000～￥3,999","￥2,000～￥2,999",大阪府豊中市本町1-3-19
彩鶏,豊中駅 446m,焼き鳥、居酒屋,,3.05,4,112,-,-,大阪府豊中市本町3-8-2
サパナ,豊中駅 181m,アジア・エスニック、カフェ、東南アジア料理,,3.01,6,321,-,～￥999,大阪府豊中市本町3-3-3 1F
百八,豊中駅 248m,居酒屋,,3,1,58,-,-,大阪府豊中市本町1-3-19
やき鳥 とり庄,豊中駅 125m,焼き鳥、串焼き、鳥料理,,3.17,37,1715,"￥3,000～￥3,999",-,大阪府豊中市本町1丁目11-22
cafe&dining bar mof,豊中駅 275m,ダイニングバー、カフェ,,,2,,-,-,大阪府豊中市本町3-13-3
huit,豊中駅 212m,カフェ、ケーキ,,,2,90,-,-,大阪府豊中市本町1-13-34 チェリオビル 105
ナチュラルワインショップ&バル イストワ,豊中駅 172m,ワインバー、バル,,3.11,20,1310,"￥3,000～￥3,999","￥3,000～￥3,999",大阪府豊中市本町3-2-3 東洋ビル 1F
菓匠 浪花堂,豊中駅 341m,和菓子,,3.06,7,92,-,-,大阪府豊中市本町3-5-41
アリーさんのタンドール・キッチン,豊中駅 138m,インド料理,,3.12,17,139,-,-,大阪府豊中市本町1-9-10 3F
ONE.IX_ART,豊中駅 859m,カフェ,,,2,,-,-,大阪府豊中市本町6-8-5 セレスアート豊中 103
